rh_precentral_rh_pericalcarine
Right_Amygdala_Right_Pallidum
Right_Accumbens_area_Right_Pallidum
Right_VentralDC_Right_Pallidum
rh_inferiorparietal_rh_caudalmiddlefrontal
rh_isthmuscingulate_rh_caudalmiddlefrontal
rh_paracentral_rh_caudalmiddlefrontal
rh_parsopercularis_rh_caudalmiddlefrontal
rh_postcentral_rh_caudalmiddlefrontal
rh_rostralmiddlefrontal_rh_caudalmiddlefrontal
rh_superiorfrontal_rh_caudalmiddlefrontal
rh_insula_rh_caudalmiddlefrontal
lh_posteriorcingulate_rh_caudalmiddlefrontal
lh_parsorbitalis_lh_parsopercularis
lh_parstriangularis_lh_parsopercularis
lh_posteriorcingulate_lh_parsopercularis
lh_precentral_lh_parsopercularis
lh_rostralmiddlefrontal_lh_parsopercularis
lh_superiorfrontal_lh_parsopercularis
lh_supramarginal_lh_parsopercularis
Left_Pallidum_lh_parsopercularis
lh_inferiorparietal_lh_cuneus
lh_lingual_lh_cuneus
lh_pericalcarine_lh_cuneus
lh_precuneus_lh_cuneus
lh_superiortemporal_lh_cuneus
lh_supramarginal_lh_cuneus
lh_insula_lh_cuneus
Left_VentralDC_Left_Accumbens_area
lh_superiorfrontal_lh_precuneus
lh_superiorparietal_lh_precuneus
lh_superiortemporal_lh_precuneus
Left_Thalamus_Proper_lh_precuneus
lh_precentral_lh_postcentral
lh_rostralmiddlefrontal_lh_postcentral
lh_superiorparietal_lh_postcentral
lh_supramarginal_lh_postcentral
lh_transversetemporal_lh_postcentral
rh_parstriangularis_rh_parsorbitalis
rh_rostralmiddlefrontal_rh_parsorbitalis
rh_superiorfrontal_rh_parsorbitalis
rh_lateralorbitofrontal_rh_caudalanteriorcingulate
rh_paracentral_rh_caudalanteriorcingulate
rh_parstriangularis_rh_caudalanteriorcingulate
rh_postcentral_rh_caudalanteriorcingulate
rh_posteriorcingulate_rh_caudalanteriorcingulate
rh_precentral_rh_caudalanteriorcingulate
rh_rostralanteriorcingulate_rh_caudalanteriorcingulate
rh_rostralmiddlefrontal_rh_caudalanteriorcingulate
rh_superiorfrontal_rh_caudalanteriorcingulate
rh_insula_rh_caudalanteriorcingulate
lh_caudalanteriorcingulate_rh_caudalanteriorcingulate
lh_posteriorcingulate_rh_caudalanteriorcingulate
lh_precentral_rh_caudalanteriorcingulate
lh_rostralanteriorcingulate_rh_caudalanteriorcingulate
lh_insula_rh_caudalanteriorcingulate
Right_VentralDC_rh_caudalanteriorcingulate
rh_rostralanteriorcingulate_rh_precentral
rh_superiorfrontal_rh_precentral
rh_superiorparietal_rh_precentral
rh_supramarginal_rh_precentral
rh_insula_rh_precentral
lh_paracentral_rh_precentral
lh_precentral_rh_precentral
Right_Putamen_rh_precentral
lh_supramarginal_lh_superiorparietal
lh_transversetemporal_lh_superiorparietal
Left_Thalamus_Proper_lh_superiorparietal
Left_Hippocampus_lh_superiorparietal
rh_precuneus_rh_posteriorcingulate
rh_superiortemporal_rh_posteriorcingulate
rh_supramarginal_rh_posteriorcingulate
rh_insula_rh_posteriorcingulate
lh_caudalanteriorcingulate_rh_posteriorcingulate
lh_caudalmiddlefrontal_rh_posteriorcingulate
lh_inferiorparietal_rh_posteriorcingulate
lh_paracentral_rh_posteriorcingulate
lh_posteriorcingulate_rh_posteriorcingulate
lh_insula_rh_posteriorcingulate
Left_Putamen_rh_posteriorcingulate
lh_supramarginal_lh_pericalcarine
Left_Caudate_lh_pericalcarine
rh_lingual_rh_lateraloccipital
rh_paracentral_rh_lateraloccipital
rh_pericalcarine_rh_lateraloccipital
rh_superiorparietal_rh_lateraloccipital
rh_insula_rh_lateraloccipital
Right_Cerebellum_Cortex_rh_lateraloccipital
Right_Pallidum_rh_lateraloccipital
Right_VentralDC_rh_lateraloccipital
rh_precentral_rh_medialorbitofrontal
rh_rostralanteriorcingulate_rh_medialorbitofrontal
rh_superiorfrontal_rh_medialorbitofrontal
rh_frontalpole_rh_medialorbitofrontal
lh_lateralorbitofrontal_rh_medialorbitofrontal
lh_rostralanteriorcingulate_rh_medialorbitofrontal
Right_Accumbens_area_rh_medialorbitofrontal
Left_Putamen_rh_medialorbitofrontal
Left_Accumbens_area_rh_medialorbitofrontal
lh_parsorbitalis_lh_medialorbitofrontal
lh_rostralanteriorcingulate_lh_medialorbitofrontal
lh_superiorfrontal_lh_medialorbitofrontal
lh_temporalpole_lh_medialorbitofrontal
Right_Accumbens_area_lh_medialorbitofrontal
Left_Caudate_lh_medialorbitofrontal
Left_Hippocampus_lh_medialorbitofrontal
Left_Accumbens_area_lh_medialorbitofrontal
rh_lateraloccipital_rh_isthmuscingulate
rh_pericalcarine_rh_isthmuscingulate
rh_posteriorcingulate_rh_isthmuscingulate
rh_precentral_rh_isthmuscingulate
rh_precuneus_rh_isthmuscingulate
rh_rostralmiddlefrontal_rh_isthmuscingulate
lh_isthmuscingulate_rh_isthmuscingulate
lh_posteriorcingulate_rh_isthmuscingulate
lh_precentral_rh_isthmuscingulate
lh_precuneus_rh_isthmuscingulate
lh_insula_rh_isthmuscingulate
Right_Thalamus_Proper_rh_isthmuscingulate
Right_Putamen_rh_isthmuscingulate
rh_fusiform_rh_entorhinal
rh_parahippocampal_rh_entorhinal
rh_temporalpole_rh_entorhinal
Right_Amygdala_rh_entorhinal
rh_superiortemporal_rh_parahippocampal
rh_temporalpole_rh_parahippocampal
Right_Cerebellum_Cortex_rh_parahippocampal
Right_Hippocampus_rh_parahippocampal
Left_Hippocampus_Left_Pallidum
Left_Accumbens_area_Left_Pallidum
lh_superiorfrontal_lh_rostralmiddlefrontal
lh_supramarginal_lh_rostralmiddlefrontal
lh_insula_lh_rostralmiddlefrontal
Left_Thalamus_Proper_lh_rostralmiddlefrontal
rh_inferiortemporal_rh_inferiorparietal
rh_isthmuscingulate_rh_inferiorparietal
rh_paracentral_rh_inferiorparietal
rh_parsopercularis_rh_inferiorparietal
rh_postcentral_rh_inferiorparietal
rh_precuneus_rh_inferiorparietal
rh_rostralmiddlefrontal_rh_inferiorparietal
rh_superiorfrontal_rh_inferiorparietal
rh_superiorparietal_rh_inferiorparietal
lh_isthmuscingulate_rh_inferiorparietal
Right_Thalamus_Proper_rh_inferiorparietal
Right_VentralDC_rh_inferiorparietal
lh_superiorfrontal_lh_precentral
lh_superiorparietal_lh_precentral
lh_superiortemporal_lh_precentral
lh_supramarginal_lh_precentral
lh_insula_lh_precentral
Left_Putamen_lh_precentral
Left_Hippocampus_Left_Cerebellum_Cortex
rh_caudalmiddlefrontal_rh_bankssts
rh_inferiortemporal_rh_bankssts
rh_middletemporal_rh_bankssts
rh_posteriorcingulate_rh_bankssts
rh_superiorfrontal_rh_bankssts
rh_superiortemporal_rh_bankssts
rh_transversetemporal_rh_bankssts
rh_insula_rh_bankssts
Right_Thalamus_Proper_rh_bankssts
Right_Hippocampus_rh_bankssts
Right_VentralDC_rh_bankssts
lh_insula_lh_supramarginal
Left_Thalamus_Proper_lh_supramarginal
Left_Putamen_lh_supramarginal
Right_Pallidum_Right_Caudate
Right_Accumbens_area_Right_Caudate
Left_Thalamus_Proper_Right_Caudate
Left_Caudate_Right_Caudate
Left_Accumbens_area_Right_Caudate
Left_VentralDC_Right_Caudate
rh_superiorfrontal_rh_rostralmiddlefrontal
rh_frontalpole_rh_rostralmiddlefrontal
Right_Caudate_rh_rostralmiddlefrontal
rh_postcentral_rh_paracentral
rh_posteriorcingulate_rh_paracentral
rh_precentral_rh_paracentral
rh_precuneus_rh_paracentral
rh_insula_rh_paracentral
lh_isthmuscingulate_rh_paracentral
lh_paracentral_rh_paracentral
lh_postcentral_rh_paracentral
lh_posteriorcingulate_rh_paracentral
lh_superiorparietal_rh_paracentral
Right_Putamen_rh_paracentral
lh_inferiortemporal_lh_inferiorparietal
lh_isthmuscingulate_lh_inferiorparietal
lh_parahippocampal_lh_inferiorparietal
lh_paracentral_lh_inferiorparietal
lh_parsopercularis_lh_inferiorparietal
lh_postcentral_lh_inferiorparietal
lh_precentral_lh_inferiorparietal
lh_precuneus_lh_inferiorparietal
lh_superiorfrontal_lh_inferiorparietal
lh_superiortemporal_lh_inferiorparietal
lh_supramarginal_lh_inferiorparietal
Left_Thalamus_Proper_lh_inferiorparietal
lh_precuneus_lh_posteriorcingulate
lh_superiortemporal_lh_posteriorcingulate
lh_supramarginal_lh_posteriorcingulate
lh_pericalcarine_lh_middletemporal
lh_precuneus_lh_middletemporal
lh_superiorparietal_lh_middletemporal
lh_superiortemporal_lh_middletemporal
lh_temporalpole_lh_middletemporal
lh_parstriangularis_lh_parsorbitalis
lh_superiorfrontal_lh_parsorbitalis
lh_frontalpole_lh_parsorbitalis
Left_Caudate_lh_parsorbitalis
Left_Accumbens_area_lh_parsorbitalis
rh_middletemporal_rh_inferiortemporal
rh_superiortemporal_rh_inferiortemporal
rh_temporalpole_rh_inferiortemporal
rh_parahippocampal_rh_lingual
rh_pericalcarine_rh_lingual
rh_precuneus_rh_lingual
rh_supramarginal_rh_lingual
lh_lingual_rh_lingual
lh_pericalcarine_rh_lingual
Right_Cerebellum_Cortex_rh_lingual
rh_precentral_rh_parstriangularis
rh_rostralmiddlefrontal_rh_parstriangularis
rh_supramarginal_rh_parstriangularis
rh_insula_rh_parstriangularis
Left_Accumbens_area_Left_Caudate
Right_VentralDC_rh_temporalpole
rh_superiorparietal_rh_superiorfrontal
rh_supramarginal_rh_superiorfrontal
rh_frontalpole_rh_superiorfrontal
rh_transversetemporal_rh_superiorfrontal
lh_lateralorbitofrontal_rh_superiorfrontal
lh_posteriorcingulate_rh_superiorfrontal
lh_rostralanteriorcingulate_rh_superiorfrontal
lh_superiorfrontal_rh_superiorfrontal
Right_Thalamus_Proper_rh_superiorfrontal
Right_Caudate_rh_superiorfrontal
Right_Pallidum_rh_superiorfrontal
Right_Accumbens_area_rh_superiorfrontal
lh_parahippocampal_lh_lingual
lh_pericalcarine_lh_lingual
lh_supramarginal_lh_lingual
Left_Cerebellum_Cortex_lh_lingual
rh_medialorbitofrontal_rh_lateralorbitofrontal
rh_parsopercularis_rh_lateralorbitofrontal
rh_parsorbitalis_rh_lateralorbitofrontal
rh_parstriangularis_rh_lateralorbitofrontal
rh_rostralanteriorcingulate_rh_lateralorbitofrontal
rh_rostralmiddlefrontal_rh_lateralorbitofrontal
rh_superiorfrontal_rh_lateralorbitofrontal
rh_frontalpole_rh_lateralorbitofrontal
rh_temporalpole_rh_lateralorbitofrontal
Right_Caudate_rh_lateralorbitofrontal
Right_Accumbens_area_rh_lateralorbitofrontal
Right_VentralDC_rh_lateralorbitofrontal
rh_superiorfrontal_rh_rostralanteriorcingulate
rh_frontalpole_rh_rostralanteriorcingulate
lh_caudalanteriorcingulate_rh_rostralanteriorcingulate
lh_medialorbitofrontal_rh_rostralanteriorcingulate
lh_rostralanteriorcingulate_rh_rostralanteriorcingulate
Right_Accumbens_area_rh_rostralanteriorcingulate
Left_Accumbens_area_rh_rostralanteriorcingulate
Right_VentralDC_Right_Accumbens_area
Left_Caudate_lh_superiorfrontal
Left_Pallidum_lh_superiorfrontal
Left_Accumbens_area_lh_superiorfrontal
Left_VentralDC_lh_superiorfrontal
rh_supramarginal_rh_superiorparietal
lh_cuneus_rh_superiorparietal
lh_isthmuscingulate_rh_superiorparietal
lh_superiorparietal_rh_superiorparietal
Right_Caudate_rh_superiorparietal
lh_lingual_lh_lateraloccipital
lh_paracentral_lh_lateraloccipital
lh_pericalcarine_lh_lateraloccipital
lh_postcentral_lh_lateraloccipital
lh_superiorparietal_lh_lateraloccipital
Left_Cerebellum_Cortex_lh_lateraloccipital
Left_Amygdala_lh_lateraloccipital
rh_supramarginal_rh_superiortemporal
rh_temporalpole_rh_superiortemporal
rh_transversetemporal_rh_superiortemporal
rh_insula_rh_superiortemporal
Right_Thalamus_Proper_rh_superiortemporal
Right_Putamen_rh_superiortemporal
Right_Hippocampus_rh_superiortemporal
